ID,Name,Age,Nationality,Overall,Club,Preferred Foot,Weak Foot,Skill Moves,Position,Height(cm),Weight(kg),Kit Number
263255,22 G. Frimpong,22,Netherlands,64,Moreirense FC,Left,2,2,LB,180,66,23
254848,21 H. Takeda,18,Japan,57,Urawa Red Diamonds,Left,3,2,SUB,178,68,37
255445,O. Kolskogen,21,Norway,62,FK Jerv,Right,2,2,RCB,187,73,14
263680,22 K. Yanagisawa,25,Japan,63,Gamba Osaka,Right,3,2,SUB,180,72,26
255675,22 X. Flores,19,Venezuela,58,Aragua Fútbol Club,Right,3,2,LCM,173,67,28
258191,J. Topalli,23,Kosovo,61,İstanbulspor,Right,3,2,SUB,188,79,98
263366,22 A. Ndour,20,Senegal,66,Belenenses SAD,Right,2,2,SUB,188,78,18
269326,M. Lehaire,22,Belgium,59,Miedź Legnica,Right,3,2,SUB,185,76,59
242527,S. Ambrosius,23,Ghana,69,Hamburger SV,Right,2,2,SUB,182,80,35
255468,Iván Morante,21,Spain,61,UD Ibiza,Left,3,3,RES,180,75,14
258897,S. Onur,19,Turkey,60,Fatih Karagümrük S.K.,Left,3,2,SUB,175,70,22
263391,22 E. Galara,20,Poland,55,PGE FKS Stal Mielec,Right,3,2,RES,175,65,16
255935,21 J. Gamboa,19,Mexico,57,Deportivo Toluca,Right,3,2,RES,169,58,99
265798,A. Wam,20,Cameroon,60,Le Havre AC,Right,3,2,SUB,183,75,66
225974,S. McKenna,25,Scotland,73,Nottingham Forest,Left,3,2,LCB,189,80,26
268003,D. Isita,19,Bolivia,60,Royal Pari,Right,3,3,RES,177,75,15
244888,19 João Paredes,22,Portugal,68,GD Chaves,Right,4,2,RES,189,80,90
271258,D. Jean,19,Haiti,62,RC Strasbourg Alsace,Right,3,2,SUB,175,70,38
255247,A. Dumitrescu,21,Romania,64,Sepsi OSK Sf. Gheorghe,Left,2,2,LB,178,70,20
265443,22 G. Córdoba,21,Argentina,63,Racing Club,Right,2,3,RES,160,62,15
268896,H. Larsson,18,Sweden,59,Malmö FF,Right,3,2,RES,187,70,31
226116,22 R. Sweeney,24,Republic of Ireland,66,Dundee FC,Left,1,2,LCB,193,87,5
267717,22 Manu Lama,20,Spain,61,Atlético de Madrid,Right,3,2,RES,186,82,42
254971,M. Pinto,23,Chile,62,Deportivo Ñublense,Left,2,2,SUB,170,76,27
263228,22 L. Lobato,20,Brazil,63,Vélez Sarsfield,Right,4,2,SUB,174,70,14
261513,22 D. Mebude,19,Scotland,59,AFC Wimbledon,Right,3,3,SUB,174,69,16
271027,A. Dari,23,Morocco,69,Stade Brestois 29,Right,3,2,SUB,188,75,4
257157,F. Bundgaard,17,Denmark,60,Randers FC,Left,3,3,SUB,176,62,40
253556,E. López,20,Paraguay,63,Club Atlético Banfield,Right,3,2,RES,176,68,23
253873,21 A. Villalva,27,Ecuador,61,Delfín Sporting Club,Left,3,2,SUB,180,82,23
269491,C. Antoine,30,Haiti,64,Casa Pia,Right,2,2,SUB,191,80,9
256322,21 A. López,20,Mexico,58,Club Atlas,Right,3,2,SUB,170,60,90
259670,B. Zempelin,22,Germany,57,SSV Jahn Regensburg,Right,3,2,SUB,182,80,25
253440,A. Yahya,21,Saudi Arabia,61,Al Nassr,Left,3,3,SUB,171,60,23
263822,22 J. Nolan,19,United Kingdom,55,Blackburn Rovers,Right,4,2,RES,176,66,58
260831,22 V. Bradonjić,21,Bosnia and Herzegovina,61,PAOK,Right,3,3,RES,172,67,99
255980,22 J. Kabia,20,Republic of Ireland,58,Livingston FC,Right,4,2,SUB,175,65,37
246137,K. Ramsay,21,United Kingdom,63,Southampton,Right,2,2,RES,184,66,41
268277,22 M. Thomson,16,Scotland,57,Dundee United,Right,2,2,SUB,170,72,46
254362,21 M. Molinas,19,Paraguay,60,Club Sol de América,Right,2,2,RWB,180,74,27
264364,D. Camara,20,Côte d'Ivoire,58,Parma,Right,1,2,RES,179,70,23
270454,M. Ortega,22,Argentina,63,Club Atlético Tigre,Right,3,2,SUB,183,75,4
269899,N. Miroshi,19,Tanzania,60,SV Zulte Waregem,Left,2,2,LCM,182,74,26
269281,J. Ruque,22,France,63,FC Annecy,Right,3,2,SUB,176,65,25
264874,22 Aitor Puñal,22,Spain,62,Unión Deportiva Almería,Right,3,2,RES,177,73,35
255385,20 S. Orozco,23,Colombia,59,Patriotas Boyacá FC,Right,3,2,SUB,177,70,6
267458,22 Y. Rocha,18,Bolivia,57,Club Bolívar,Left,3,3,SUB,178,65,14
217565,Jubal,28,Brazil,73,AJ Auxerre,Right,2,2,RCB,190,80,4
258185,Luis Carbonell,19,Spain,64,Real Zaragoza,Right,3,3,RES,169,67,40
204097,B. Kiernan,29,United Kingdom,61,Grimsby Town,Right,4,3,RW,175,81,27
264007,T. Naustdal,22,Norway,59,FK Haugesund,Right,3,2,SUB,178,72,20
263206,Y. Van Genechten,21,Belgium,63,KAS Eupen,Right,3,2,RCB,192,75,2
261463,22 J. Rangel,21,Mexico,56,Club León,Right,2,2,SUB,166,63,95
262180,V. Backman,21,Sweden,58,Kalmar FF,Left,3,2,SUB,168,70,26
257145,22 K. Inoue,22,Japan,63,Oita Trinita,Right,3,2,RES,170,65,17
254970,21 J. Gática,24,Chile,58,Coquimbo Unido,Right,3,2,RCM,171,62,6
261202,22 N. Chadli,19,Morocco,63,ESTAC Troyes,Left,2,3,RES,181,70,28
263515,22 R. Vega,17,Argentina,62,Argentinos Juniors,Left,2,2,RES,177,74,3
229942,A. Disasi,24,France,77,AS Monaco,Right,2,2,RCB,190,86,6
255398,Lobete,21,Spain,65,RKC Waalwijk,Right,4,2,SUB,177,72,7
270747,M. Tambedou,19,Senegal,58,SV Zulte Waregem,Right,3,2,SUB,178,60,18
253979,21 T. Egbri,19,United Kingdom,61,Southend United,Right,3,3,SUB,163,60,11
267987,I. Maestro Puch,18,Argentina,65,Atlético Tucumán,Right,3,3,SUB,180,78,32
257359,21 Zelu,24,Spain,64,UD Logroñés,Right,4,3,RES,170,67,10
264220,Y. Baas,19,Netherlands,63,Ajax,Left,2,2,RES,182,73,25
264550,22 D. Durán,19,Colombia,59,Club Independiente Santa Fe,Right,3,3,RB,182,80,35
253013,J. Bergström,27,Sweden,62,Mjällby AIF,Right,3,2,SUB,195,95,16
255211,22 S. Velkov,24,Bulgaria,62,MSV Duisburg,Right,3,2,SUB,192,86,14
264517,A. Wikman,18,Sweden,55,IK Sirius,Right,3,2,SUB,178,66,31
261753,22 K. Nagera,19,France,63,SC Bastia,Right,2,3,SUB,177,65,29
258080,M. González,20,Argentina,60,Club Atlético Banfield,Right,3,3,RM,173,62,28
262970,22 A. Zárate,20,Paraguay,60,Club Olimpia,Right,3,2,SUB,172,70,23
264482,22 D. Prosser,27,Hungary,61,SønderjyskE,Left,3,3,SUB,175,70,17
264052,22 B. Purcell,16,Wales,53,Reading,Right,3,2,RES,176,67,45
270957,Andrezinho,26,Portugal,63,Santa Clara,Right,3,2,RES,174,64,8
255883,22 E. Escobar,22,Uruguay,57,Liverpool Fútbol Club,Right,3,3,SUB,172,69,7
262913,22 M. Björkqvist,17,Sweden,52,Malmö FF,Right,3,2,RES,181,80,34
254450,21 L. Congo,31,Ecuador,66,Club Deportivo El Nacional,Left,3,3,LS,179,79,21
261360,N. Mbamba,17,Belgium,64,Club Brugge KV,Right,3,2,RES,188,75,72
267608,22 N. Cainelli,26,Argentina,63,Godoy Cruz,Right,3,2,SUB,178,75,18
257310,22 H. Naruoka,18,Japan,57,Shimizu S-Pulse,Right,3,2,RES,170,59,40
264215,F. Michel,21,Germany,60,Borussia Dortmund II,Right,3,2,SUB,186,80,10
258604,N. Wojtuszek,20,Poland,57,Górnik Zabrze,Right,3,3,SUB,184,79,15
256175,G. Contreras,21,Venezuela,64,Estudiantes de Mérida,Right,3,2,LB,175,71,24
263395,22 J. Chorushij,18,Germany,55,VfL Osnabrück,Right,3,2,SUB,172,68,19
260125,Y. González,20,Argentina,63,Argentinos Juniors,Right,3,3,SUB,173,68,21
252316,H. Ekdal,23,Sweden,70,Djurgårdens IF,Right,2,2,LCB,188,76,3
264845,Julen Jon,18,Spain,61,Real Madrid CF,Left,3,2,RES,186,69,38
258729,Gabri Veiga,20,Spain,61,RC Celta de Vigo,Right,2,2,RES,184,77,27
172207,19 D. Edgar,31,Canada,64,,Right,3,2,SUB,193,86,11
262971,22 N. Tekijaški,24,Serbia,63,Bruk-Bet Termalica Nieciecza,Right,3,2,RCB,186,78,6
254417,21 A. Rey,25,Bolivia,62,Club Always Ready,Left,2,3,SUB,174,71,3
271036,Antonio Leal,23,Spain,64,Levante Unión Deportiva,Right,3,2,RES,186,78,27
254063,21 R. Cueto,21,Bolivia,64,"Club Social, Cultural y Deportivo de Blooming",Right,2,2,RB,170,70,23
261410,22 L. Berdugo,19,Colombia,58,Junior FC,Right,3,2,SUB,176,69,31
262155,22 L. Vielgut,20,Austria,57,RZ Pellets Wolfsberger AC,Right,3,2,SUB,185,78,12
252415,R. McAlear,20,Scotland,55,Tranmere Rovers,Right,3,2,SUB,185,75,8
253752,21 K. Popovic,18,Australia,55,Perth Glory,Right,3,2,LCM,185,80,29
262216,N. Persson,18,Sweden,58,Mjällby AIF,Left,3,2,LWB,180,74,26
220140,F. Kent,26,United Kingdom,68,Peterborough United,Right,3,2,LCB,188,76,6
258884,22 D. Emeksiz,20,Turkey,58,Yeni Malatyaspor,Right,3,2,RES,170,67,14
265799,M. Olesen,21,Luxembourg,59,1. FC Köln,Right,2,2,RES,188,78,47
261721,21 Xiao Guiren,22,China PR,56,Jiangsu FC,Right,3,2,SUB,176,66,15
270948,S. Mkhulise,26,South Africa,63,Mamelodi Sundowns FC,Right,3,2,SUB,177,70,21
256959,21 J. Turtschan,18,Germany,60,SpVgg Unterhaching,Right,3,2,LB,166,62,28
266798,22 M. Alghoul,25,Palestine,61,FC Academica Clinceni,Right,3,3,SUB,168,64,10
254672,M. Guaramato,28,Venezuela,67,Estudiantes de Mérida,Right,3,2,RB,173,70,6
257323,O. Jensen,20,Denmark,58,Randers FC,Right,3,2,SUB,182,75,39
248662,A. Linguet,22,France,64,Valenciennes FC,Right,3,2,RB,176,69,24
244400,22 K. Ademi,25,Switzerland,67,SC Paderborn 07,Right,3,2,SUB,198,86,19
271306,K. Fayad,18,France,58,Montpellier Hérault SC,Right,3,2,RES,172,61,22
255823,20 Luiz Fernando,22,Brazil,61,Atlanta United,Right,4,2,SUB,175,72,22
268750,E. Pierozzi,20,Italy,61,Palermo,Right,3,3,SUB,182,70,2
214384,F. Aguilar,29,Colombia,72,Club Atlético Lanús,Right,3,2,SUB,190,82,33
262398,22 Z. Eddahchouri,21,Netherlands,59,Go Ahead Eagles,Right,3,2,RES,187,74,14
169481,22 E. Nolan,32,Republic of Ireland,61,Waterford FC,Right,4,2,LCB,185,77,46
257383,22 Chico,26,Brazil,65,Club Bolívar,Right,3,2,LS,186,92,19
268745,22 Juampe,22,Spain,62,FC Cartagena,Right,4,3,RES,180,75,30
240442,21 I. Faraj,21,France,65,Royal Excel Mouscron,Right,3,3,SUB,177,64,14
255486,20 M. Ali,19,Iraq,63,Portimonense SC,Right,3,3,RES,183,78,13
267640,S. Valverde,19,Bolivia,59,Royal Pari,Left,3,2,SUB,175,75,2
271269,P. Saathof,18,Netherlands,56,Go Ahead Eagles,Right,2,2,SUB,177,68,28
260896,21 G. Onugkha,23,Russia,62,Vejle Boldklub,Right,3,2,SUB,190,94,13
255686,22 Diogo,24,Brazil,65,Club Universidad Nacional,Right,3,3,RW,194,79,33
266846,R. Mustafaev,18,Russia,61,Legia Warszawa,Right,3,2,SUB,183,70,32
260718,22 J. Salmani,23,Iran,64,Portimonense SC,Left,2,2,SUB,176,69,17
252998,20 E. Giani,18,Italy,61,Pisa,Right,4,2,SUB,187,78,16
254233,21 H. Matamoros,35,Ecuador,63,Club Deportivo El Nacional,Right,3,3,CAM,170,65,7
256544,M. Bogarde,20,Netherlands,64,TSG Hoffenheim,Right,3,2,RES,182,72,32
219680,C. Hountondji,28,Benin,73,Angers SCO,Right,2,2,RCB,195,81,22
260870,22 T. Miyagi,20,Japan,63,Kawasaki Frontale,Right,3,3,RES,177,70,24
264690,22 K. Kalua,21,New Zealand,59,,Right,2,2,SUB,181,79,15
258749,S. Tovide,18,United Kingdom,56,Colchester United,Left,2,2,SUB,188,78,34
230687,22 A. Turkeš,25,Bosnia and Herzegovina,65,FC Lausanne-Sport,Right,3,3,RES,193,84,99
257995,22 A. Wahab Ibrahim,22,Ghana,62,Futebol Clube de Famalicão,Left,2,2,RES,176,70,55
263396,Copete,22,Spain,69,RCD Mallorca,Left,2,2,LCB,192,73,6
257143,21 N. Petković,23,Serbia,61,FC Chambly Oise,Right,4,2,LS,185,77,21
255124,21 S. Zamora,17,Mexico,59,Club León,Right,3,2,SUB,172,67,57
264846,Cristhian Mosquera,18,Spain,66,Valencia CF,Right,3,2,RES,188,79,33
262663,K. Ezekwem,21,Germany,63,Sport-Club Freiburg,Left,3,2,RES,187,76,24
259050,21 A. Sidibé,18,France,62,AS Saint-Étienne,Right,4,2,RES,180,70,36
259106,VP Suhair,29,India,59,SC East Bengal FC,Right,3,3,ST,174,74,9
253700,L. Ralte,29,India,55,NorthEast United FC,Right,5,2,RM,163,66,17
268502,D. Vera,19,Ecuador,59,CS Emelec,Right,3,3,SUB,175,64,15
269315,J. Ríos Alonso,21,Germany,62,Rot-Weiß Essen,Right,2,2,SUB,182,77,23
242947,R. Kehr,22,Germany,63,SpVgg Greuther Fürth,Left,3,3,RES,189,81,7
264010,22 J. Mvuka,18,Norway,62,FK Bodø/Glimt,Right,3,3,SUB,173,65,32
263516,22 F. Coman,22,Argentina,62,Atlético Tucumán,Right,3,2,RES,175,75,28
269599,J. Gauto,18,Argentina,63,Club Atlético Huracán,Right,3,3,RES,170,66,33
261221,22 F. Chamorro,19,Chile,59,Club Deportivo Palestino,Left,3,2,SUB,184,72,22
257631,M. Bartolewski,24,Poland,63,Zagłębie Lubin,Left,2,2,SUB,187,76,77
260139,22 R. Morales,22,Paraguay,67,Club Cerro Porteño,Right,3,2,RS,179,69,31
263870,22 P. Sieben,22,Germany,56,Fortuna Düsseldorf,Right,3,2,RES,183,78,48
263284,22 J. Koželuh,19,Czech Republic,62,FC Viktoria Plzeň,Right,3,2,SUB,179,70,32
259174,A. Al Burayh,24,Saudi Arabia,59,Damac FC,Right,2,3,SUB,178,65,21
262212,H. Matriciani,22,Germany,64,FC Schalke 04,Right,3,2,RES,187,76,41
260590,21 U. Simbakoli,18,France,61,LOSC Lille,Left,3,2,RES,176,67,35
255517,21 T. Diáz,23,Argentina,60,AFC Chindia Târgoviște,Right,2,3,SUB,178,72,14
234472,M. Sørensen,23,Denmark,69,Brentford,Left,3,2,SUB,193,92,29
260945,S. Radebe,22,South Africa,56,Kaizer Chiefs,Right,3,2,LCM,167,58,55
263279,O. Pohlmann,21,Germany,61,Borussia Dortmund II,Right,3,2,RS,183,80,19
262966,22 R. Castillo,20,Mexico,55,Puebla FC,Right,3,2,SUB,174,71,24
266618,F. Wustinger,18,Austria,59,FK Austria Wien,Right,3,2,RES,176,71,22
257720,21 M. Ndiaye,29,Senegal,59,Campionii FC Arges,Left,3,2,SUB,175,70,18
259631,Sola,21,Spain,62,Real Zaragoza,Left,2,2,RES,175,70,36
261681,22 Alejandro Pérez,20,Spain,62,RCD Espanyol de Barcelona,Right,3,2,RES,184,76,41
255337,R. Johansson,21,Republic of Ireland,60,Sevilla FC,Right,3,3,RES,180,75,27
270213,L. Ojeda,20,Argentina,65,Club Atlético Colón,Left,3,2,RES,177,74,45
228888,G. Edmundson,24,United Kingdom,68,Ipswich Town,Right,3,2,LCB,190,80,4
222378,L. Suárez,27,Argentina,66,Club Atlético Talleres,Left,2,2,SUB,181,82,3
254603,22 A. Ale,26,Uruguay,66,Club Olimpia,Left,2,2,SUB,192,92,19
177597,R. Taylor,34,United Kingdom,59,Grimsby Town,Left,3,2,ST,187,68,29
269290,R. Duterte,28,France,62,Stade Lavallois Mayenne FC,Left,2,2,LWB,178,69,18
271242,S. Nongoh,18,Cameroon,60,Adana Demirspor,Left,2,4,SUB,179,60,46
256912,22 M. Guzmán,21,Argentina,65,Estudiantes de La Plata,Right,3,2,RCB,181,76,4
263831,22 B. Boukteb,19,Belgium,55,Seraing,Right,3,2,RES,183,76,29
266334,S. Rogers,23,United States,64,Rosenborg BK,Right,3,2,LCB,193,86,15
261917,D. Tudi,23,China PR,59,Changchun Yatai FC,Right,3,2,LCM,180,75,15
256691,D. Bansais,28,France,62,US Quevilly Rouen Métropole,Right,2,2,SUB,177,71,27
265388,Moresche,24,Brazil,62,Central Coast Mariners,Right,2,3,SUB,180,61,10
242754,A. Hunt,22,United Kingdom,57,Sheffield Wednesday,Right,3,3,SUB,170,60,29
258504,22 L. Šušnjara,24,Slovenia,62,Wisła Płock,Left,2,2,RES,188,88,22
264085,D. Brekalo,23,Slovenia,68,Viking FK,Right,3,2,LCB,186,88,4
237325,C. Gilmour,23,Scotland,55,St. Johnstone FC,Right,3,2,SUB,185,76,15
262652,L. Joseph,21,France,65,FC Metz,Right,2,2,SUB,183,73,24
270073,A. El-Zein,19,Germany,60,SV Sandhausen,Right,3,2,RES,179,78,6
156321,22 A. Akinfenwa,39,United Kingdom,64,Wycombe Wanderers,Right,3,2,SUB,178,110,20
255507,22 J. Scrimshaw,20,United Kingdom,60,AFC Bournemouth,Right,3,2,RES,176,74,31
260828,De Tomás,21,Spain,62,Rayo Vallecano,Right,4,3,RES,172,68,37
263644,Mateus Criciúma,23,Brazil,63,FC Botoşani,Left,3,3,LW,175,71,9
257214,Marco Camus,20,Spain,61,Racing Santander,Left,3,2,SUB,183,73,11
258163,21 K. Landi,28,Italy,58,CE Sabadell FC,Left,3,3,RES,175,70,29
253732,E. Rivas,20,Venezuela,65,Deportivo La Guaira FC,Right,3,3,SUB,190,83,11
259392,21 D. Brăila,18,Romania,60,AFC Astra Giurgiu,Right,4,2,SUB,165,60,91
266171,J. Pintado,24,Uruguay,64,Godoy Cruz,Right,3,2,RES,173,64,15
259528,David Argüelles,20,Spain,61,Real Sporting de Gijón,Left,2,2,SUB,175,71,27
269248,D. Murkin,22,United Kingdom,63,FC Volendam,Left,4,2,LB,176,69,5
265658,E. King,19,Wales,56,Cardiff City,Right,3,2,RES,188,80,24
269275,A. Temanfo,29,France,63,FC Annecy,Right,2,2,RWB,183,82,3
262666,P. Treu,21,Germany,61,SC Freiburg II,Right,3,2,SUB,172,68,2
267600,22 B. Orosco,23,Argentina,60,Estudiantes de La Plata,Right,3,2,RES,172,71,32
257824,M. Pehlivan,22,Turkey,56,Fatih Karagümrük S.K.,Right,3,2,RES,179,73,15
256097,Javi López,20,Spain,68,Deportivo Alavés,Left,3,2,SUB,183,75,20
269460,V. Vermeulen,20,Netherlands,62,Borussia Dortmund II,Right,3,3,SUB,177,76,2
258652,22 Rubén Pulido,20,Spain,63,CF Fuenlabrada,Right,3,2,RCB,184,82,15
264067,22 A. Hrosu,20,Ukraine,54,Górnik Zabrze,Right,3,3,SUB,175,65,19
260830,22 A. Majstorović,27,Croatia,70,Shanghai Port FC,Right,4,2,SUB,185,80,5
260465,J. Meerstadt,20,Netherlands,59,Sparta Rotterdam,Right,3,2,RES,186,75,28
245784,A. Tripaldelli,23,Italy,64,SPAL,Left,3,2,SUB,182,77,3
260704,B. Salvareschi,23,Argentina,69,Barracas Central,Right,3,2,SUB,188,84,16
258018,C. Ballantyne,22,Scotland,54,St. Johnstone FC,Right,3,2,SUB,185,80,25
263650,H. Wood,19,United Kingdom,57,Hull City,Right,3,2,RES,178,78,33
270136,B. Böckle,20,Austria,62,Fortuna Düsseldorf,Left,3,2,SUB,185,77,22
245901,22 J. Bennett,19,United Kingdom,64,Tottenham Hotspur,Right,3,3,RES,180,75,56
263755,22 M. Orzechowski,20,Poland,58,Bruk-Bet Termalica Nieciecza,Right,3,2,SUB,180,76,26
263468,Y. Kechta,20,Morocco,57,Le Havre AC,Left,3,2,SUB,175,68,8
204516,12 B. Baldé,19,Guinea Bissau,61,FC Paços de Ferreira,Left,3,2,SUB,180,70,20
260666,22 R. Thomson,17,Scotland,56,Newcastle United,Left,3,2,RES,173,66,63
260840,N. Zografakis,22,Greece,61,Sportclub Verl,Right,4,2,RES,176,76,26
257397,21 M. Robin,20,France,61,FC Metz,Right,3,2,SUB,180,70,33
262950,22 H. Bah-Traoré,24,Togo,61,Borussia Dortmund II,Right,3,2,SUB,175,77,2
264823,A. Al Ayeri,18,Saudi Arabia,56,Al Taawoun,Right,3,2,SUB,175,70,15
256982,N. Hug,23,Germany,60,Hallescher FC,Left,3,2,LM,170,68,22
268435,22 C. McNeill,17,United Kingdom,62,Manchester United,Right,4,2,RES,182,74,76
257714,S. Augustijns,22,Belgium,59,RKC Waalwijk,Right,3,2,RES,179,74,26
263563,22 Saulo Mineiro,24,Brazil,63,Yokohama FC,Right,3,2,ST,184,85,31
269879,P. Chrupalla,19,Norway,56,Rosenborg BK,Left,3,2,SUB,180,72,40
263134,22 B. Kukułowicz,20,Poland,61,Bruk-Bet Termalica Nieciecza,Right,3,2,SUB,181,72,27
258440,22 N. Dosis,20,Sweden,59,Östersunds FK,Right,3,2,LCM,182,74,6
263696,G. Vega,20,Argentina,61,Godoy Cruz,Right,3,3,RES,186,75,42
255206,J. Stansfield,19,United Kingdom,63,Fulham,Right,3,2,SUB,182,68,65
258667,E. Bristow,20,United Kingdom,60,Tranmere Rovers,Left,2,2,LB,188,68,3
255634,G. Vagiannidis,20,Greece,61,Panathinaikos FC,Right,3,2,RES,181,68,2
254952,22 I. Pitta,21,Paraguay,67,SD Huesca,Right,3,2,SUB,183,81,9
258389,V. Besuijen,21,Netherlands,65,Aberdeen,Right,3,3,CAM,169,62,10
258413,21 M. Gönülaçar,25,Turkey,57,BB Erzurumspor,Right,3,2,RES,187,76,72
258768,Iván Bravo,21,Spain,65,CA Osasuna,Left,3,3,RES,181,64,34
255936,21 S. Sjøkvist,21,Norway,57,IK Start,Right,4,2,SUB,181,70,21
266331,Hugo Álvarez,18,Spain,58,RC Celta de Vigo,Right,3,2,RES,185,72,35
262121,22 S. Cornish,19,United Kingdom,55,Colchester United,Right,3,2,RES,173,75,41
257194,22 Telmo Arcanjo,20,Cape Verde Islands,61,CD Tondela,Left,3,2,RES,180,79,80
259225,22 J. Harlock,18,United Kingdom,58,Blackburn Rovers,Right,3,2,RES,175,68,55
223064,F. Noguera,29,Argentina,73,Estudiantes de La Plata,Right,2,2,LCB,193,95,18
259111,22 J. Fory,19,Colombia,59,Atlético Nacional,Left,3,2,SUB,187,81,26
267860,V. Gómez,19,Argentina,67,Vélez Sarsfield,Left,3,2,SUB,181,73,31
261386,M. Balard,21,Australia,57,Central Coast Mariners,Right,3,3,LCM,175,68,6
240008,A. Papadopoulos,22,Germany,66,Borussia Dortmund II,Right,3,2,RCB,185,83,18
209547,S. Mitrović,32,Serbia,74,Getafe CF,Right,5,2,SUB,189,84,23
262061,Kaiky,18,Brazil,66,Unión Deportiva Almería,Right,2,2,RES,186,76,2
270084,M. Dorval,21,France,64,Bari,Left,4,3,SUB,176,75,93
256610,22 D. Hoogewerf,18,Netherlands,60,Manchester United,Right,3,2,RES,165,60,66
255711,21 R. Canido,21,Bolivia,57,Club Deportivo Oriente Petrolero,Right,2,2,RES,175,72,26
254998,22 N. Emeran,18,France,60,Manchester United,Left,4,2,RES,179,67,70
264115,22 D. Williams,17,United Kingdom,61,Chelsea,Left,2,2,RES,170,64,63
254440,21 Y. Samaniego,23,Paraguay,61,Club Sol de América,Right,3,2,RES,175,75,24
254665,21 J. Maldonado,26,Venezuela,61,Caracas Fútbol Club,Right,3,2,SUB,180,73,5
260811,22 M. Curiel,33,Peru,67,Universidad Técnica de Cajamarca,Left,3,3,SUB,190,85,9
268439,22 T. Collyer,17,United Kingdom,60,Manchester United,Right,4,2,RES,180,75,78
260565,21 D. Bagarić,27,Croatia,60,AFC Hermannstadt,Right,2,2,SUB,193,89,32
246291,L. Cornic,21,Norway,59,Djurgårdens IF,Right,3,2,SUB,178,64,22
263711,22 R. Huescas,17,Mexico,58,Cruz Azul,Right,4,3,SUB,174,69,94
244938,Montero,23,Spain,69,Beşiktaş JK,Left,3,2,SUB,185,76,4
260462,22 K. Corbally,17,Republic of Ireland,54,St. Patrick's Athletic,Left,3,2,SUB,173,64,31
263731,A. Farouk,18,Germany,59,SV Wehen Wiesbaden,Right,4,2,RES,180,74,22
264062,L. Zabala,21,Australia,56,Brisbane Roar,Right,1,2,SUB,175,75,35
263888,M. Dabre,19,Italy,57,Swindon Town,Left,2,2,SUB,168,68,30
260882,22 J. Adeyemo,20,Republic of Ireland,56,Drogheda United,Right,4,2,SUB,177,70,20
266026,22 Manu Rico,18,Spain,61,SD Huesca,Left,2,2,RES,178,76,31
270745,M. Tolba,17,Germany,62,VfL Bochum 1848,Right,2,2,RES,185,76,25
262911,A. Nilsson,19,Sweden,60,Sandefjord Fotball,Right,3,2,LCM,178,72,5
266118,22 J. Gómez,17,United States,64,Real Sociedad B,Left,3,3,SUB,178,74,3
255972,22 S. Ramírez,20,Argentina,61,Club Atlético Huracán,Right,3,2,SUB,180,75,12
263112,M. Senaya,21,France,62,RC Strasbourg Alsace,Right,3,2,SUB,179,65,32
251568,22 B. Cottrell,19,United Kingdom,59,Arsenal,Left,3,2,RES,166,59,41
253164,20 A. Menteşe,18,Turkey,56,İstanbul Başakşehir FK,Right,3,2,SUB,175,70,22
261313,K. Hansen,20,Denmark,64,BK Häcken,Left,3,2,LB,184,80,25
258149,22 A. Cantero,23,Argentina,63,Godoy Cruz,Right,3,2,SUB,184,80,20
256513,22 T. D'Almeida,20,Côte d'Ivoire,56,Cardiff City,Right,3,2,RES,185,77,41
267921,A. Vera,20,Venezuela,60,Estudiantes de Mérida,Right,3,3,SUB,161,61,33
253758,M. Lixandru,21,Romania,60,FCSB (Steaua),Right,2,2,RES,184,75,15
139038,18 N. Burdisso,36,Argentina,76,Torino F.C.,Right,3,2,CB,183,81,13
271035,Luis Bilbao,19,Spain,64,Athletic Club de Bilbao,Left,2,2,RES,185,75,36
245689,E. Ferigra,23,Ecuador,67,Unión Deportiva Las Palmas,Right,2,2,SUB,180,74,5
257578,21 D. Trivunić,18,Serbia,59,Karlsruher SC,Right,4,2,SUB,187,73,18
261583,N. Hernandez,23,United States,56,FC Dallas,Right,4,4,RES,178,78,80
259275,21 P. Palacio,20,Argentina,61,Unión de Santa Fe,Right,3,2,RES,180,75,45
259340,A. Mishra,20,India,60,Hyderabad FC,Left,4,2,LB,179,68,31
268567,J. Quispe,18,Peru,56,Club Sporting Cristal,Left,2,2,SUB,175,74,34
261108,A. Kozubal,17,Poland,57,Lech Poznań,Right,3,2,SUB,176,68,43
263418,L. Varaldo,20,Argentina,63,Club Atlético Lanús,Right,3,2,LS,176,69,28
261411,22 N. Sanjuan,21,Colombia,59,Junior FC,Right,3,2,SUB,182,73,36
260867,22 P. Starzyński,17,Poland,62,Wisła Kraków,Right,3,3,SUB,173,67,54
266162,L. Fridrikas,24,Austria,63,Austria Lustenau,Right,3,2,SUB,180,81,20
53612,18 P. Mertesacker,32,Germany,80,Arsenal,Right,3,2,SUB,198,90,4
267943,V. Bazán,24,Peru,65,Sport Boys,Right,3,3,SUB,180,76,25
264539,22 S. Siatravanis,28,Greece,61,Newcastle Jets,Right,3,2,SUB,172,64,21
213548,15 L. Hall,19,United Kingdom,56,Bristol City,Left,3,3,SUB,178,71,36
254454,21 S. Mina,20,Ecuador,60,Club Deportivo El Nacional,Left,2,2,LB,182,74,30
203487,J. Lascelles,28,United Kingdom,75,Newcastle United,Right,3,2,SUB,188,83,6
